노선,지사,터널명,이정,연장,차로수,종별,상태등급,준공일자,행정구역
논산천안선/호남선,순천지사,석곡터널(천안),30,391,2,2종,B,1996-12-25,전라남도 곡성군 석곡면 석곡리
광주대구선,담양지사,담양2터널(대구),15,955,2,2종,B,2006-12-17,전라남도 담양군 담양읍 학동리
광주대구선,담양지사,담양2터널(광주),15,918,2,2종,B,2006-12-17,전라남도 담양군 담양읍 학동리
광주대구선,담양지사,담양1터널(대구),16,680,2,2종,B,2006-12-17,전라남도 담양군 담양읍 학동리
광주대구선,담양지사,담양1터널(광주),16,685,2,2종,B,2006-12-17,전라남도 담양군 담양읍 학동리
논산천안선/호남선,담양지사,대덕터널(천안),59,408,2,2종,B,1996-11-22,전라남도 담양군 대덕면 문학리
논산천안선/호남선,담양지사,대덕터널(순천),59,408,2,2종,A,1996-11-22,전라남도 담양군 대덕면 운암리
고창담양선,담양지사,고창터널(담양),6,568,2,2종,A,2007-11-27,전북특별자치도 고창군 고수면 은사리
고창담양선,담양지사,고창터널(고창),6,319,2,2종,A,2007-11-27,전북특별자치도 고창군 고수면 은사리
고창담양선,담양지사,문수산터널(담양),7,3805,2,1종,A,2007-11-27,전북특별자치도 고창군 고수면 은사리
고창담양선,담양지사,문수산터널(고창),7,3820,2,1종,A,2007-11-27,전라남도 장성군 서삼면 대덕리
고창담양선,담양지사,장성1터널(담양),15,401,2,2종,A,2007-11-27,전라남도 장성군 장성읍 안평리
고창담양선,담양지사,장성1터널(고창),15,430,2,2종,A,2007-11-27,전라남도 장성군 장성읍 부흥리
고창담양선,담양지사,장성2터널(담양),18,1245,2,1종,B,2006-12-10,전라남도 장성군 장성읍 유탕리
고창담양선,담양지사,장성2터널(고창),18,1253,2,1종,B,2006-12-10,전라남도 장성군 장성읍 유탕리
고창담양선,담양지사,장성3터널(담양),20,3598,2,1종,B,2006-12-10,전라남도 장성군 장성읍 유탕리
고창담양선,담양지사,장성3터널(고창),20,3581,2,1종,B,2006-12-10,전라남도 장성군 진원면 진원리
고창담양선,담양지사,장성4터널(담양),24,805,2,2종,A,2006-12-10,전라남도 장성군 진원면 진원리
고창담양선,담양지사,장성4터널(고창),24,797,2,2종,A,2006-12-10,전라남도 장성군 진원면 상림리
고창담양선,담양지사,송강정터널(담양),35,126,2,2종,A,2006-12-10,전라남도 담양군 봉산면 양지리
고창담양선,담양지사,송강정터널(고창),35,126,2,2종,A,2006-12-10,전라남도 담양군 봉산면 양지리
순천완주선,구례지사,태방터널(완주),3,905,2,2종,B,2011-07-12,전라남도 광양시 광양읍 덕례리
순천완주선,구례지사,태방터널(순천),3,893,2,2종,B,2011-07-12,전라남도 광양시 광양읍 덕례리
순천완주선,구례지사,서면1터널(완주),8,1687,2,1종,B,2011-07-14,전라남도 순천시 서면 압곡리
순천완주선,구례지사,서면1터널(순천),8,1682,2,1종,B,2011-07-14,전라남도 순천시 서면 압곡리
순천완주선,구례지사,서면2터널(완주),11,1049,2,1종,B,2011-07-14,전라남도 순천시 서면 판교리
순천완주선,구례지사,서면2터널(순천),11,1007,2,1종,B,2011-07-14,전라남도 순천시 서면 판교리
순천완주선,구례지사,서면3터널(순천),13,354,2,2종,B,2011-07-14,전라남도 순천시 서면 청소리
순천완주선,구례지사,서면3터널(완주),13,337,2,2종,B,2011-07-14,전라남도 순천시 서면 청소리
순천완주선,구례지사,서면4터널(순천),14,479,2,2종,A,2011-07-14,전라남도 순천시 서면 청소리
순천완주선,구례지사,서면4터널(완주),14,475,2,2종,B,2011-07-14,전라남도 순천시 서면 청소리
순천완주선,구례지사,서면5터널(완주),15,2308,2,1종,B,2011-07-14,전라남도 순천시 서면 청소리
순천완주선,구례지사,서면5터널(순천),15,2290,2,1종,B,2011-07-14,전라남도 순천시 서면 청소리
순천완주선,구례지사,황전1터널(완주),18,1517,2,1종,B,2011-07-14,전라남도 순천시 황전면 평촌리
순천완주선,구례지사,황전1터널(순천),18,1453,2,1종,B,2011-07-14,전라남도 순천시 황전면 평촌리
순천완주선,구례지사,황전2터널(순천),21,400,2,2종,B,2011-07-12,전라남도 순천시 황전면 모전리
순천완주선,구례지사,황전2터널(완주),21,420,2,2종,B,2011-07-12,전라남도 순천시 황전면 모전리
순천완주선,구례지사,황전3터널(완주),26,895,2,2종,B,2011-07-12,전라남도 순천시 황전면 선변리
순천완주선,구례지사,황전3터널(순천),26,877,2,2종,B,2011-07-12,전라남도 순천시 황전면 선변리
순천완주선,구례지사,구례1터널(순천),28,1655,2,1종,B,2011-07-14,전라남도 구례군 구례읍 신월리
순천완주선,구례지사,구례1터널(완주),28,1625,2,1종,B,2011-07-14,전라남도 구례군 구례읍 신월리
순천완주선,구례지사,구례2터널(완주),33,1313,2,1종,B,2011-07-14,전라남도 구례군 구례읍 산성리
순천완주선,구례지사,구례2터널(순천),33,1311,2,1종,A,2011-07-14,전라남도 구례군 구례읍 산성리
순천완주선,구례지사,용방1터널(완주),39,125,2,2종,B,2011-10-06,전라남도 구례군 용방면 신도리
순천완주선,구례지사,용방1터널(순천),40,125,2,2종,B,2011-10-06,전라남도 구례군 용방면 신도리
순천완주선,구례지사,용방2터널(완주),40,1310,2,1종,B,2011-10-06,전라남도 구례군 용방면 죽정리
순천완주선,구례지사,용방2터널(순천),42,1295,2,1종,B,2011-10-06,전라남도 구례군 용방면 죽정리
순천완주선,구례지사,천마터널(완주),42,3987,2,1종,B,2011-07-14,전라남도 구례군 산동면 둔사리
순천완주선,구례지사,천마터널(순천),42,3944,2,1종,B,2011-07-14,전라남도 구례군 산동면 둔사리
순천완주선,구례지사,사매1터널(완주),64,1004,2,1종,A,2010-12-23,전북특별자치도 남원시 대산면 길곡리
순천완주선,구례지사,사매1터널(순천),64,1123,2,1종,A,2010-12-23,전북특별자치도 남원시 대산면 길곡리
순천완주선,구례지사,사매2터널(완주),66,712,2,2종,B,2010-12-23,전북특별자치도 남원시 사매면 계수리
순천완주선,구례지사,사매2터널(순천),66,726,2,2종,B,2010-12-23,전북특별자치도 남원시 사매면 계수리
순천완주선,구례지사,사매3터널(완주),67,467,2,2종,A,2010-12-23,전북특별자치도 남원시 사매면 서도리
순천완주선,구례지사,사매3터널(순천),67,474,2,2종,A,2010-12-23,전북특별자치도 남원시 사매면 서도리
순천완주선,구례지사,사매4터널(순천),69,517,2,2종,B,2010-12-23,전북특별자치도 남원시 사매면 서도리
순천완주선,구례지사,사매4터널(완주),69,202,2,2종,A,2010-12-23,전북특별자치도 남원시 사매면 서도리
순천완주선,구례지사,오수1터널(완주),70,1274,2,1종,B,2010-12-23,전북특별자치도 임실군 오수면 둔덕리
순천완주선,구례지사,오수1터널(순천),70,1281,2,1종,A,2010-12-23,전북특별자치도 임실군 오수면 둔덕리
순천완주선,구례지사,오수2터널(순천),79,823,2,2종,B,2010-12-23,전북특별자치도 임실군 오수면 군평리
순천완주선,구례지사,오수2터널(완주),79,850,2,2종,B,2010-12-23,전북특별자치도 임실군 오수면 군평리
남해선(영암순천),보성지사,영암1터널(순천),2,612,2,2종,A,2012-06-14,전라남도 영암군 학산면 신덕리
남해선(영암순천),보성지사,영암1터널(영암),2,617,2,2종,A,2012-06-14,전라남도 영암군 학산면 신덕리
남해선(영암순천),보성지사,영암2터널(영암),3,497,2,2종,A,2012-06-14,전라남도 영암군 학산면 신덕리
남해선(영암순천),보성지사,영암2터널(순천),3,510,2,2종,A,2012-06-14,전라남도 영암군 학산면 신덕리
남해선(영암순천),보성지사,영암3터널(영암),6,250,2,2종,A,2012-06-14,전라남도 영암군 학산면 독천리
남해선(영암순천),보성지사,영암3터널(순천),6,250,2,2종,A,2012-06-14,전라남도 영암군 학산면 독천리
남해선(영암순천),보성지사,밤재터널(순천),15,655,2,2종,A,2012-10-18,전라남도 영암군 학산면 묵동리
남해선(영암순천),보성지사,밤재터널(영암),15,669,2,2종,A,2012-10-18,전라남도 영암군 학산면 묵동리
남해선(영암순천),보성지사,강진1터널(순천),22,659,2,2종,A,2012-10-18,전라남도 강진군 성전면 수양리
남해선(영암순천),보성지사,강진1터널(영암),22,667,2,2종,A,2012-10-18,전라남도 강진군 성전면 수양리
남해선(영암순천),보성지사,강진2터널(순천),26,685,2,2종,B,2012-06-14,전라남도 강진군 작천면 평기리
남해선(영암순천),보성지사,강진2터널(영암),26,675,2,2종,B,2012-06-14,전라남도 강진군 작천면 삼당리
남해선(영암순천),보성지사,강진3터널(순천),27,1255,2,1종,B,2012-06-14,전라남도 강진군 작천면 삼당리
남해선(영암순천),보성지사,강진3터널(영암),27,1265,2,1종,B,2012-06-14,전라남도 강진군 작천면 삼당리
남해선(영암순천),보성지사,강진4터널(순천),32,1260,2,1종,B,2012-06-14,전라남도 강진군 병영면 삭양리
남해선(영암순천),보성지사,강진4터널(영암),32,1270,2,1종,B,2012-06-14,전라남도 강진군 병영면 삭양리
남해선(영암순천),보성지사,장흥1터널(순천),33,445,2,2종,A,2012-06-14,전라남도 장흥군 장흥읍 성불리
남해선(영암순천),보성지사,장흥1터널(영암),33,380,2,2종,A,2012-06-14,전라남도 장흥군 장흥읍 성불리
남해선(영암순천),보성지사,장흥2터널(순천),35,434,2,2종,A,2012-06-14,전라남도 장흥군 장흥읍 성불리
남해선(영암순천),보성지사,장흥2터널(영암),35,428,2,2종,B,2012-06-14,전라남도 장흥군 장흥읍 성불리
남해선(영암순천),보성지사,장흥3터널(순천),36,464,2,2종,A,2012-06-14,전라남도 장흥군 장흥읍 연산리
남해선(영암순천),보성지사,장흥3터널(영암),36,493,2,2종,A,2012-06-14,전라남도 장흥군 장흥읍 연산리
남해선(영암순천),보성지사,제암산1터널(순천),42,439,2,2종,A,2012-06-14,전라남도 장흥군 부산면 호계리
남해선(영암순천),보성지사,제암산1터널(영암),42,456,2,2종,A,2012-06-14,전라남도 장흥군 부산면 호계리
남해선(영암순천),보성지사,제암산2터널(순천),43,742,2,2종,B,2012-06-14,전라남도 장흥군 부산면 호계리
남해선(영암순천),보성지사,제암산2터널(영암),43,694,2,2종,B,2012-06-14,전라남도 장흥군 부산면 호계리
남해선(영암순천),보성지사,장동1터널(영암),46,1735,2,1종,A,2012-06-14,전라남도 장흥군 장동면 용곡리
남해선(영암순천),보성지사,장동1터널(순천),46,1705,2,1종,A,2012-06-14,전라남도 장흥군 장동면 용곡리
남해선(영암순천),보성지사,장동2터널(순천),48,204,2,2종,A,2012-06-14,전라남도 장흥군 장동면 북교리
남해선(영암순천),보성지사,장동2터널(영암),48,191,2,2종,A,2012-06-14,전라남도 장흥군 장동면 북교리
남해선(영암순천),보성지사,장동3터널(순천),49,519,2,2종,A,2012-06-14,전라남도 장흥군 장동면 조양리
남해선(영암순천),보성지사,장동3터널(영암),49,547,2,2종,A,2012-06-14,전라남도 장흥군 장동면 조양리
남해선(영암순천),보성지사,보성터널(순천),51,1179,2,1종,A,2012-06-14,전라남도 보성군 보성읍 대야리
남해선(영암순천),보성지사,보성터널(영암),51,1154,2,1종,A,2012-06-14,전라남도 보성군 보성읍 대야리
남해선(영암순천),보성지사,노동1터널(순천),56,652,2,2종,B,2012-06-14,전라남도 보성군 노동면 용호리
남해선(영암순천),보성지사,노동1터널(영암),56,614,2,2종,B,2012-06-14,전라남도 보성군 노동면 용호리
남해선(영암순천),보성지사,노동2터널(순천),57,195,2,2종,A,2012-06-14,전라남도 보성군 노동면 광곡리
남해선(영암순천),보성지사,노동2터널(영암),57,145,2,2종,A,2012-06-14,전라남도 보성군 노동면 광곡리
남해선(영암순천),보성지사,미력1터널(순천),59,741,2,2종,B,2012-06-14,전라남도 보성군 노동면 명봉리
남해선(영암순천),보성지사,미력1터널(영암),59,730,2,2종,B,2012-06-14,전라남도 보성군 노동면 명봉리
남해선(영암순천),보성지사,미력2터널(순천),60,124,2,2종,A,2012-06-14,전라남도 보성군 미력면 용정리
남해선(영암순천),보성지사,초암산터널(순천),71,2211,2,1종,A,2012-06-14,전라남도 보성군 겸백면 수남리
남해선(영암순천),보성지사,초암산터널(영암),71,2213,2,1종,A,2012-06-14,전라남도 보성군 겸백면 수남리
남해선(영암순천),보성지사,조성1터널(순천),73,666,2,2종,A,2012-06-14,전라남도 보성군 조성면 대곡리
남해선(영암순천),보성지사,조성1터널(영암),73,645,2,2종,A,2012-06-14,전라남도 보성군 조성면 대곡리
남해선(영암순천),보성지사,조성2터널(순천),75,1384,2,1종,A,2012-06-14,전라남도 보성군 조성면 축내리
남해선(영암순천),보성지사,조성2터널(영암),75,1408,2,1종,A,2012-06-14,전라남도 보성군 조성면 축내리
남해선(영암순천),보성지사,벌교1터널(순천),77,301,2,2종,A,2012-06-14,전라남도 보성군 조성면 신월리
남해선(영암순천),보성지사,벌교1터널(영암),77,269,2,2종,A,2012-06-14,전라남도 보성군 벌교읍 옥전리
남해선(영암순천),보성지사,벌교2터널(순천),77,572,2,2종,A,2012-06-14,전라남도 보성군 벌교읍 옥전리
남해선(영암순천),보성지사,벌교2터널(영암),77,499,2,2종,A,2012-06-14,전라남도 보성군 벌교읍 옥전리
남해선(영암순천),보성지사,벌교3터널(순천),82,1980,2,1종,A,2012-06-14,전라남도 보성군 벌교읍 마동리
남해선(영암순천),보성지사,벌교3터널(영암),82,1960,2,1종,A,2012-06-14,전라남도 보성군 벌교읍 마동리
남해선(영암순천),보성지사,고흥터널(순천),85,950,2,2종,A,2012-06-14,전라남도 고흥군 동강면 한천리
남해선(영암순천),보성지사,고흥터널(영암),85,930,2,2종,A,2012-06-14,전라남도 고흥군 동강면 한천리
남해선(영암순천),보성지사,호동터널(순천),90,366,2,2종,A,2012-06-14,전라남도 보성군 벌교읍 호동리
남해선(영암순천),보성지사,호동터널(영암),90,314,2,2종,A,2012-06-14,전라남도 보성군 벌교읍 호동리
남해선(영암순천),보성지사,별량1터널(순천),91,864,2,2종,A,2012-06-14,전라남도 순천시 별량면 금치리
남해선(영암순천),보성지사,별량1터널(영암),91,872,2,2종,A,2012-06-14,전라남도 승주군 별량면 금치리
남해선(영암순천),보성지사,별량2터널(순천),93,1121,2,1종,A,2012-06-14,전라남도 순천시 별량면 송기리
남해선(영암순천),보성지사,별량2터널(영암),93,1117,2,1종,A,2012-06-14,전라남도 순천시 별량면 송기리
남해선(영암순천),보성지사,별량3터널(순천),94,588,2,2종,A,2012-06-14,전라남도 순천시 별량면 원창리
남해선(영암순천),보성지사,별량3터널(영암),94,613,2,2종,B,2012-06-14,전라남도 순천시 별량면 원창리
남해선(영암순천),보성지사,해룡터널(순천),105,1419,2,1종,A,2012-06-14,전라남도 순천시 해룡면 도롱리
남해선(영암순천),보성지사,해룡터널(영암),105,1424,2,1종,A,2012-06-14,전라남도 순천시 해룡면 도롱리
논산천안선/호남선,광주지사,못재터널(천안),92,1014,2,1종,A,2012-12-21,전라남도 장성군 장성읍 단광리
논산천안선/호남선,광주지사,못재터널(순천),92,1022,2,1종,A,2012-12-21,전라남도 장성군 장성읍 단광리
논산천안선/호남선,광주지사,원덕터널(천안),113,928,2,2종,B,2005-06-20,전라남도 장성군 북이면 원덕리
논산천안선/호남선,광주지사,원덕터널(순천),113,856,2,2종,B,2005-06-20,전라남도 장성군 북이면 원덕리
논산천안선/호남선,광주지사,호남터널(천안),116,694,2,2종,B,1973-11-10,전북특별자치도 정읍시 입암면 등천리
논산천안선/호남선,광주지사,호남터널(순천),116,740,2,2종,B,1986-09-11,전북특별자치도 정읍시 입암면 등천리
무안광주선,함평지사,보평터널(광주),7,937,2,2종,B,2007-12-24,전라남도 무안군 무안읍 매곡리
무안광주선,함평지사,보평터널(무안),7,937,2,2종,A,2007-12-24,전라남도 무안군 무안읍 매곡리
무안광주선,함평지사,함평나비터널(무안),19,860,2,2종,A,2007-12-24,전라남도 함평군 대동면 금곡리
무안광주선,함평지사,함평나비터널(광주),19,862,2,2종,B,2007-12-24,전라남도 함평군 대동면 금곡리
무안광주선,함평지사,문평1터널(광주),22,342,2,2종,B,2007-12-24,전라남도 나주시 문평면 송산리
무안광주선,함평지사,문평1터널(무안),22,300,2,2종,B,2007-12-24,전라남도 나주시 문평면 송산리
무안광주선,함평지사,문평2터널(광주),23,328,2,2종,B,2007-12-24,전라남도 나주시 문평면 대도리
무안광주선,함평지사,문평2터널(무안),23,343,2,2종,B,2007-12-24,전라남도 나주시 문평면 대도리
무안광주선,함평지사,문평3터널(광주),23,255,2,2종,B,2007-12-24,전라남도 나주시 문평면 대도리
무안광주선,함평지사,문평3터널(무안),23,260,2,2종,B,2007-12-24,전라남도 나주시 문평면 대도리
무안광주선,함평지사,문평4터널(광주),24,202,2,2종,B,2007-12-24,전라남도 나주시 문평면 계로리
무안광주선,함평지사,문평4터널(무안),24,235,2,2종,B,2007-12-24,전라남도 나주시 문평면 계로리
무안광주선,함평지사,문평5터널(광주),25,690,2,2종,A,2007-12-24,전라남도 나주시 문평면 대도리
무안광주선,함평지사,문평5터널(무안),25,724,2,2종,B,2007-12-24,전라남도 나주시 문평면 대도리
무안광주선,함평지사,노안터널(광주),28,1190,2,1종,B,2007-12-24,전라남도 나주시 문평면 국동리
무안광주선,함평지사,노안터널(무안),28,1180,2,1종,B,2007-12-25,전라남도 나주시 문평면 국동리
무안광주선,함평지사,어등산호남대터널(광주),39,1486,2,1종,B,2008-08-28,광주광역시 광산구 용곡동 
무안광주선,함평지사,어등산호남대터널(무안),39,1487,2,1종,B,2008-08-28,광주광역시 광산구 용곡동 
서해안선,함평지사,몽탄3터널(서울),12,590,2,2종,B,1998-10-01,전라남도 무안군 몽탄면 약곡리
서해안선,함평지사,몽탄3터널(목포),12,550,2,2종,B,1998-10-01,전라남도 무안군 몽탄면 약곡리
서해안선,함평지사,몽탄2터널(서울),15,540,2,2종,B,1998-10-01,전라남도 무안군 몽탄면 구산리
서해안선,함평지사,몽탄2터널(목포),15,550,2,2종,B,1998-10-01,전라남도 무안군 몽탄면 구산리
서해안선,함평지사,몽탄1터널(서울),16,280,2,2종,B,1998-10-01,전라남도 무안군 몽탄면 내리
서해안선,함평지사,몽탄1터널(목포),16,290,2,2종,B,1998-10-01,전라남도 무안군 몽탄면 내리
서해안선,함평지사,무안4터널(서울),18,310,2,2종,B,1998-10-21,전라남도 무안군 몽탄면 다산리
서해안선,함평지사,무안4터널(목포),18,280,2,2종,B,1998-10-21,전라남도 무안군 몽탄면 다산리
서해안선,함평지사,무안3터널(서울),19,280,2,2종,B,1998-10-21,전라남도 무안군 무안읍 성암리
서해안선,함평지사,무안3터널(목포),19,280,2,2종,B,1998-10-21,전라남도 무안군 무안읍 성암리
서해안선,함평지사,무안2터널(서울),20,310,2,2종,B,1998-10-21,전라남도 무안군 무안읍 성동리
서해안선,함평지사,무안2터널(목포),20,320,2,2종,B,1998-10-21,전라남도 무안군 무안읍 성동리
서해안선,함평지사,무안1터널(서울),22,480,2,2종,B,1998-10-21,전라남도 무안군 무안읍 성동리
서해안선,함평지사,무안1터널(목포),22,480,2,2종,A,1998-10-21,전라남도 무안군 무안읍 성동리
서해안선,함평지사,함평터널(서울),38,440,2,2종,B,2001-12-29,전라남도 함평군 신광면 계천리
서해안선,함평지사,함평터널(목포),38,450,2,2종,B,2001-12-21,전라남도 함평군 신광면 계천리
서해안선,함평지사,영광2터널(서울),49,590,2,2종,A,2001-12-21,전라남도 영광군 군서면 보라리
서해안선,함평지사,영광2터널(목포),49,560,2,2종,A,2001-12-21,전라남도 영광군 군서면 보라리
서해안선,함평지사,영광1터널(목포),53,870,2,2종,B,2001-12-21,전라남도 영광군 묘량면 영양리
서해안선,함평지사,영광1터널(서울),53,860,2,2종,B,2001-12-21,전라남도 영광군 묘량면 영양리
광주대구선,남원지사,남원터널(대구),42,1601,2,1종,B,2015-12-22,전북특별자치도 남원시 대강면 옥택리
광주대구선,남원지사,남원터널(광주),42,1544,2,1종,B,2015-12-22,전북특별자치도 남원시 대강면 옥택리
광주대구선,남원지사,산동1터널(광주),68,197,2,2종,A,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동1터널(대구),68,217,2,2종,A,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동2터널(대구),68,65,2,2종,A,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동3터널(광주),68,104,2,2종,A,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동3터널(대구),68,66,2,2종,A,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동4터널(광주),69,369,2,2종,B,2015-10-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동4터널(대구),69,319,2,2종,A,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동5터널(대구),69,434,2,2종,B,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동5터널(광주),69,436,2,2종,B,2015-12-22,전북특별자치도 남원시 산동면 대기리
광주대구선,남원지사,산동6터널(대구),70,216,2,2종,A,2015-12-22,전북특별자치도 남원시 산동면 월석리
광주대구선,남원지사,산동6터널(광주),70,216,2,2종,A,2015-10-22,전북특별자치도 남원시 산동면 월석리
광주대구선,남원지사,산동7터널(대구),70,699,2,2종,B,2015-12-22,전북특별자치도 장수군 번암면 유정리
광주대구선,남원지사,산동7터널(광주),70,669,2,2종,B,2015-12-22,전북특별자치도 장수군 번암면 유정리
광주대구선,남원지사,번암1터널(대구),71,262,2,2종,A,2015-12-22,전북특별자치도 장수군 번암면 유정리
광주대구선,남원지사,번암1터널(광주),71,274,2,2종,A,2015-12-22,전북특별자치도 장수군 번암면 유정리
광주대구선,남원지사,번암2터널,73,158,4,1종,B,2015-12-22,전북특별자치도 장수군 번암면 유정리
광주대구선,남원지사,사치터널(대구),74,130,2,2종,A,2015-12-22,전북특별자치도 장수군 번암면 유정리
광주대구선,남원지사,사치터널(광주),74,130,2,2종,A,2015-12-22,전북특별자치도 장수군 번암면 유정리
광주대구선,남원지사,백전1터널(대구),84,620,2,2종,A,2015-12-21,경상남도 함양군 백전면 오천리
광주대구선,남원지사,백전1터널(광주),84,620,2,2종,A,2015-12-22,경상남도 함양군 백전면 오천리
광주대구선,남원지사,백전2터널(대구),84,400,2,2종,A,2015-12-22,경상남도 함양군 백전면 오천리
광주대구선,남원지사,백전2터널(광주),84,400,2,2종,B,2015-12-21,경상남도 함양군 백전면 오천리
광주대구선,남원지사,병곡1터널(대구),88,330,2,2종,B,2015-12-22,경상남도 함양군 병곡면 옥계리
광주대구선,남원지사,병곡1터널(광주),88,318,2,2종,B,2015-12-22,경상남도 함양군 병곡면 옥계리
광주대구선,남원지사,병곡2터널(광주),89,650,2,2종,B,2015-12-22,경상남도 함양군 병곡면 송평리
광주대구선,남원지사,병곡2터널(대구),89,593,2,2종,B,2015-12-22,경상남도 함양군 병곡면 송평리
경부선,대구지사,경주터널(부산),82,185,3,1종,A,2018-12-13,경상북도 경주시 서면 도계리
경부선,대구지사,경주터널(서울0),82,152,2,2종,B,1969-12-25,경상북도 경주시 건천읍 신평리
경부선,대구지사,경주터널(서울1),82,135,1,2종,B,1969-12-25,경상북도 경주시 건천읍 신평리
대구외곽순환선,대구지사,매곡터널(상매),5,100,2,2종,A,2022-05-27,대구광역시 달성군 다사읍 매곡리
대구외곽순환선,대구지사,매곡터널(달서),5,100,2,2종,A,2022-05-27,대구광역시 달성군 다사읍 매곡리
대구외곽순환선,대구지사,다사터널(상매),8,705,2,2종,A,2022-05-27,대구광역시 달성군 다사읍 이천리
대구외곽순환선,대구지사,다사터널(달서),8,706,2,2종,A,2022-05-27,대구광역시 달성군 다사읍 이천리
대구외곽순환선,대구지사,지천터널(달서),15,362,2,2종,A,2022-05-27,경상북도 칠곡군 지천면 
대구외곽순환선,대구지사,지천터널(상매),15,337,2,2종,A,2022-05-27,경상북도 칠곡군 지천면 
대구외곽순환선,대구지사,연경터널(달서),28,1023,2,1종,A,2022-05-27,대구광역시 북구 연경동 
대구외곽순환선,대구지사,연경터널(상매),28,1120,2,1종,A,2022-05-27,대구광역시 북구 연경동 
대구외곽순환선,대구지사,봉무터널,32,120,4,1종,A,2022-05-27,대구광역시 동구 봉무동 
대구외곽순환선,대구지사,도동1터널(상매),33,199,2,2종,A,2022-05-27,대구광역시 동구 도동 
대구외곽순환선,대구지사,도동1터널(달서),33,181,2,2종,A,2022-05-27,대구광역시 동구 도동 
대구외곽순환선,대구지사,도동2터널(달서),33,855,2,2종,A,2022-05-27,대구광역시 동구 도동 
대구외곽순환선,대구지사,도동2터널(상매),33,824,2,2종,A,2022-05-27,대구광역시 동구 도동 
대구외곽순환선,대구지사,도동3터널(상매),34,597,2,2종,A,2022-05-27,대구광역시 동구 둔산동 
대구외곽순환선,대구지사,도동3터널(달서),34,607,2,2종,A,2022-05-27,대구광역시 동구 둔산동 
대구외곽순환선,대구지사,둔산1터널(상매),35,405,2,2종,A,2022-05-27,대구광역시 동구 둔산동 
대구외곽순환선,대구지사,둔산1터널(달서),35,370,2,2종,A,2022-05-27,대구광역시 동구 둔산동 
대구외곽순환선,대구지사,둔산2터널(상매),37,250,2,2종,A,2022-05-27,대구광역시 동구 둔산동 
대구외곽순환선,대구지사,둔산2터널(달서),37,253,2,2종,A,2022-05-27,대구광역시 동구 둔산동 
중앙선,군위지사,금호터널(춘천),112,670,2,2종,B,1995-10-01,대구광역시 북구 금호동 
중앙선,군위지사,금호터널(부산),112,660,2,2종,A,1995-10-01,대구광역시 북구 금호동 
중앙선,군위지사,읍내터널(춘천),116,280,2,2종,A,1995-10-01,대구광역시 북구 읍내동 
중앙선,군위지사,읍내터널(부산),117,288,2,2종,B,2000-03-01,대구광역시 북구 읍내동 
중앙선,군위지사,다부터널(춘천),125,1041,2,1종,B,1995-10-01,경상북도 칠곡군 가산면 다부리
중앙선,군위지사,다부터널(부산),125,1075,2,1종,B,2000-05-30,경상북도 칠곡군 가산면 다부리
중앙선,군위지사,가산터널(춘천),135,765,2,2종,A,1995-10-01,경상북도 칠곡군 가산면 석우리
중앙선,군위지사,가산터널(부산),135,748,2,2종,B,2000-05-30,경상북도 칠곡군 가산면 석우리
중앙선,군위지사,장천터널(춘천),138,210,2,2종,B,1995-10-01,경상북도 구미시 장천면 명곡리
중앙선,군위지사,장천터널(부산),138,210,2,2종,A,2000-05-30,경상북도 구미시 장천면 명곡리
중앙선,군위지사,군위터널(춘천),140,468,2,2종,A,1995-10-01,경상북도 구미시 장천면 오로리
중앙선,군위지사,군위터널(부산),141,610,2,2종,A,2000-05-30,경상북도 구미시 장천면 오로리
중앙선,군위지사,일직터널(춘천),172,340,2,2종,B,1995-10-05,경상북도 안동시 일직면 평팔리
중앙선,군위지사,일직터널(부산),172,326,2,2종,A,2000-05-30,경상북도 안동시 일직면 평팔리
새만금포항선(대구~포항),영천지사,도평터널(포항),3,710,2,2종,B,2004-12-07,대구광역시 동구 도동 
새만금포항선(대구~포항),영천지사,도평터널(대구),3,710,2,2종,B,2004-12-07,대구광역시 동구 도동 
새만금포항선(대구~포항),영천지사,백안터널(대구),5,590,2,2종,A,2004-12-07,대구광역시 동구 평광동 
새만금포항선(대구~포항),영천지사,백안터널(포항),5,550,3,1종,B,2004-12-07,대구광역시 동구 평광동 
새만금포항선(대구~포항),영천지사,와촌터널(포항),8,2990,2,1종,B,2004-12-07,대구광역시 동구 진인동 
새만금포항선(대구~포항),영천지사,와촌터널(대구),8,2992,2,1종,B,2004-12-07,대구광역시 동구 진인동 
새만금포항선(대구~포항),영천지사,임고1터널(포항),38,1330,3,1종,B,2004-12-07,경상북도 영천시 임고면 삼매리
새만금포항선(대구~포항),영천지사,임고1터널(대구),38,1280,3,1종,B,2004-12-07,경상북도 영천시 임고면 삼매리
새만금포항선(대구~포항),영천지사,임고2터널(대구),43,620,3,1종,B,2004-12-07,경상북도 영천시 임고면 사리
